bond,angle,spline
0.907537688442211,165.97989949748745,-200.37339037221
0.907537688442211,166.4321608040201,-200.37313237372322
0.907537688442211,166.88442211055275,-200.3728807903583
0.907537688442211,167.33668341708542,-200.37263603355058
0.907537688442211,167.7889447236181,-200.37239851473538
0.907537688442211,168.24120603015075,-200.372168645348
0.907537688442211,168.69346733668343,-200.37194683682378
0.907537688442211,169.1457286432161,-200.371733500598
0.907537688442211,169.59798994974875,-200.37152904810583
0.907537688442211,170.0502512562814,-200.37133389078286
0.907537688442211,170.50251256281408,-200.37114844006416
0.907537688442211,170.95477386934675,-200.3709731073851
0.907537688442211,171.4070351758794,-200.37080830418105
0.907537688442211,171.85929648241205,-200.37065444188713
0.907537688442211,172.31155778894473,-200.3705119319388
0.907537688442211,172.7638190954774,-200.37038118577132
0.907537688442211,173.21608040201005,-200.37026261482004
0.907537688442211,173.6683417085427,-200.3701566305202
0.907537688442211,174.12060301507537,-200.37006364430715
0.907537688442211,174.57286432160805,-200.3699840676162
0.907537688442211,175.0251256281407,-200.36991831188254
0.907537688442211,175.47738693467338,-200.36986678854157
0.907537688442211,175.92964824120605,-200.36982990902857
0.907537688442211,176.3819095477387,-200.36980808477887
0.907537688442211,176.83417085427135,-200.36980172722778
0.907537688442211,177.28643216080403,-200.36981124781062
0.907537688442211,177.7386934673367,-200.3698370579625
0.907537688442211,178.19095477386935,-200.369879569119
0.907537688442211,178.643216080402,-200.36993919271518
0.907537688442211,179.09547738693468,-200.37001634018657
0.907537688442211,179.54773869346735,-200.37011142296834
0.907537688442211,180.0,-200.37022485249582
0.9150753768844221,90.0,-200.01845517261043
0.9150753768844221,90.45226130653266,-200.02414897841396
0.9150753768844221,90.90452261306532,-200.02967672022245
0.9150753768844221,91.35678391959799,-200.03504532265956
0.9150753768844221,91.80904522613065,-200.04026171034837
0.9150753768844221,92.26130653266331,-200.0453328079124
0.9150753768844221,92.71356783919597,-200.05026553997527
0.9150753768844221,93.16582914572864,-200.05506683116013
0.9150753768844221,93.61809045226131,-200.05974360609062
0.9150753768844221,94.07035175879398,-200.06430278938996
0.9150753768844221,94.52261306532664,-200.06875130568173
0.9150753768844221,94.9748743718593,-200.07309607958933
0.9150753768844221,95.42713567839196,-200.0773440357362
0.9150753768844221,95.87939698492463,-200.0815020987456
0.9150753768844221,96.33165829145729,-200.0855771932411
0.9150753768844221,96.78391959798995,-200.0895762438461
0.9150753768844221,97.23618090452261,-200.09350617518393
0.9150753768844221,97.68844221105527,-200.09737391187815
0.9150753768844221,98.14070351758794,-200.101186378552
0.9150753768844221,98.5929648241206,-200.10495049982913
0.9150753768844221,99.04522613065326,-200.1086732003327
0.9150753768844221,99.49748743718592,-200.11236140468637
0.9150753768844221,99.9497487437186,-200.1160220375135
0.9150753768844221,100.40201005025125,-200.11966202343737
0.9150753768844221,100.85427135678393,-200.12328828708155
0.9150753768844221,101.30653266331659,-200.12690775306936
0.9150753768844221,101.75879396984925,-200.13052734602428
0.9150753768844221,102.21105527638191,-200.1341539905698
0.9150753768844221,102.66331658291458,-200.1377946113292
0.9150753768844221,103.11557788944724,-200.14145613292598
0.9150753768844221,103.5678391959799,-200.14514547998354
0.9150753768844221,104.02010050251256,-200.14886957712525
0.9150753768844221,104.47236180904522,-200.15263534897466
0.9150753768844221,104.92462311557789,-200.15644972015502
0.9150753768844221,105.37688442211055,-200.16031961528995
0.9150753768844221,105.82914572864321,-200.16425195900266
0.9150753768844221,106.28140703517587,-200.1682536759167
0.9150753768844221,106.73366834170855,-200.17233169065548
0.9150753768844221,107.1859296482412,-200.17649292784236
0.9150753768844221,107.63819095477388,-200.18074431210087
0.9150753768844221,108.09045226130654,-200.18509276805435
0.9150753768844221,108.5427135678392,-200.1895452203262
0.9150753768844221,108.99497487437186,-200.19410859353997
0.9150753768844221,109.44723618090453,-200.1987898123188
0.9150753768844221,109.89949748743719,-200.20359580128644
0.9150753768844221,110.35175879396985,-200.208531854847
0.9150753768844221,110.80402010050251,-200.21359032070868
0.9150753768844221,111.25628140703517,-200.21875737265967
0.9150753768844221,111.70854271356784,-200.22401914646522
0.9150753768844221,112.1608040201005,-200.2293617778908
0.9150753768844221,112.61306532663316,-200.23477140270197
0.9150753768844221,113.06532663316582,-200.24023415666406
0.9150753768844221,113.5175879396985,-200.2457361755426
0.9150753768844221,113.96984924623115,-200.25126359510307
