bond,angle,polynomial
0.9150753768844221,95.87939698492463,-200.09639619179427
0.9150753768844221,96.33165829145729,-200.1006390945064
0.9150753768844221,96.78391959798995,-200.104873783435
0.9150753768844221,97.23618090452261,-200.10909970585743
0.9150753768844221,97.68844221105527,-200.11331631476432
0.9150753768844221,98.14070351758794,-200.11752306885958
0.9150753768844221,98.5929648241206,-200.12171943256024
0.9150753768844221,99.04522613065326,-200.12590487599655
0.9150753768844221,99.49748743718592,-200.13007887501206
0.9150753768844221,99.9497487437186,-200.13424091116346
0.9150753768844221,100.40201005025125,-200.1383904717207
0.9150753768844221,100.85427135678393,-200.1425270496669
0.9150753768844221,101.30653266331659,-200.14665014369837
0.9150753768844221,101.75879396984925,-200.15075925822472
0.9150753768844221,102.21105527638191,-200.15485390336886
0.9150753768844221,102.66331658291458,-200.15893359496658
0.9150753768844221,103.11557788944724,-200.1629978545672
0.9150753768844221,103.5678391959799,-200.16704620943324
0.9150753768844221,104.02010050251256,-200.17107819254016
0.9150753768844221,104.47236180904522,-200.17509334257696
0.9150753768844221,104.92462311557789,-200.17909120394577
0.9150753768844221,105.37688442211055,-200.18307132676173
0.9150753768844221,105.82914572864321,-200.18703326685343
0.9150753768844221,106.28140703517587,-200.19097658576263
0.9150753768844221,106.73366834170855,-200.19490085074423
0.9150753768844221,107.1859296482412,-200.1988056347664
0.9150753768844221,107.63819095477388,-200.20269051651053
0.9150753768844221,108.09045226130654,-200.20655508037115
0.9150753768844221,108.5427135678392,-200.21039891645606
0.9150753768844221,108.99497487437186,-200.21422162058641
0.9150753768844221,109.44723618090453,-200.2180227942963
0.9150753768844221,109.89949748743719,-200.22180204483328
0.9150753768844221,110.35175879396985,-200.22555898515796
0.9150753768844221,110.80402010050251,-200.2292932339442
0.9150753768844221,111.25628140703517,-200.23300441557916
0.9150753768844221,111.70854271356784,-200.2366921601631
0.9150753768844221,112.1608040201005,-200.24035610350953
0.9150753768844221,112.61306532663316,-200.2439958871453
0.9150753768844221,113.06532663316582,-200.2476111583102
0.9150753768844221,113.5175879396985,-200.25120156995763
0.9150753768844221,113.96984924623115,-200.25476678075373
0.9150753768844221,114.42211055276383,-200.2583064550783
0.9150753768844221,114.87437185929649,-200.26182026302405
0.9150753768844221,115.32663316582915,-200.2653078803971
0.9150753768844221,115.77889447236181,-200.2687689887166
0.9150753768844221,116.23115577889448,-200.2722032752151
0.9150753768844221,116.68341708542714,-200.27561043283825
0.9150753768844221,117.1356783919598,-200.27899016024497
0.9150753768844221,117.58793969849246,-200.28234216180732
0.9150753768844221,118.04020100502512,-200.28566614761073
0.9150753768844221,118.49246231155779,-200.28896183345356
0.9150753768844221,118.94472361809045,-200.29222894084776
0.9150753768844221,119.39698492462311,-200.2954671970182
0.9150753768844221,119.84924623115577,-200.29867633490318
0.9150753768844221,120.30150753768845,-200.30185609315396
0.9150753768844221,120.7537688442211,-200.30500621613524
0.9150753768844221,121.20603015075378,-200.3081264539248
0.9150753768844221,121.65829145728644,-200.31121656231383
0.9150753768844221,122.1105527638191,-200.3142763028064
0.9150753768844221,122.56281407035176,-200.3173054426202
