bond,angle,energy,held_out,holdout_spline_mha,holdout_linear_mha
1.6500000000000001,180.0,-15.493574466589113,True,2.1740672362895452,2.331503915607769
1.8000000000000003,90.0,-15.366614661723666,False,nan,nan
1.8000000000000003,100.0,-15.384912221091476,True,0.08980653242041114,1.7228984687172044
1.8000000000000003,110.0,-15.39976398352185,False,nan,nan
1.8000000000000003,120.0,-15.411822634334008,True,-0.030319976044523855,1.189186262246622
1.8000000000000003,130.0,-15.421502912621673,False,nan,nan
1.8000000000000003,140.0,-15.429049616207465,True,-0.00705479788010166,1.011185190563424
1.8000000000000003,150.0,-15.43457394941213,False,nan,nan
1.8000000000000003,160.0,-15.438062897665208,True,0.019203021501823514,1.048496208266414
1.8000000000000003,170.0,-15.439454853501754,False,nan,nan
1.8000000000000003,180.0,-15.43948747826245,True,0.032624760693877874,-2.4078272841148163
1.9500000000000002,90.0,-15.316531791346398,True,-0.05193230457756215,-0.9039085292190663
1.9500000000000002,100.0,-15.333297281352525,True,0.04676227715805226,0.7706450781519436
1.9500000000000002,110.0,-15.346934385625914,True,-0.08067833188896145,-0.6831870472154833
1.9500000000000002,120.0,-15.358073676873545,True,-0.15178108497870824,0.3360707418771369
1.9500000000000002,130.0,-15.36709918912829,True,-0.13061160946392647,-0.758450461916027
1.9500000000000002,140.0,-15.374235592778312,True,-0.13931848566528515,-0.16863209868134277
1.9500000000000002,150.0,-15.379589793874196,True,-0.41269186445802575,-1.3610162895894007
1.9500000000000002,160.0,-15.383132894945705,True,-1.3200447257801784,-2.1993730998364214
1.9500000000000002,170.0,-15.384400811428453,True,-3.665877143729901,-5.3129144988464105
1.9500000000000002,180.0,-15.380761589671256,True,-7.3050989009271206,-13.333594137799665
2.1,90.0,-15.268256738027567,False,nan,nan
2.1,100.0,-15.283196176686069,True,0.13118265905198712,1.3322267600806015
2.1,110.0,-15.295471161824409,False,nan,nan
2.1,120.0,-15.305686003386734,True,-0.07302146943111154,0.8442391951621886
2.1,130.0,-15.314212366558737,False,nan,nan
2.1,140.0,-15.321323679985227,True,0.13657821749468724,0.5536612481371606
2.1,150.0,-15.327327670915441,False,nan,nan
2.1,160.0,-15.332846422620172,True,-0.5042232131504676,-0.803712013970781
2.1,170.0,-15.339972598352844,False,nan,nan
2.1,180.0,-15.35002457061603,True,10.051972263187992,3.7295085444846166
2.25,90.0,-15.226448357790966,True,-0.28915424834430326,-6.24493765884182
2.25,100.0,-15.239121286503185,True,-0.12424790590870316,-4.973478591548286
2.25,110.0,-15.249840653870072,True,-0.17234770292162693,-5.655580869587951
2.25,120.0,-15.259143043590223,True,-0.15484520897679488,-5.051859519412005
2.25,130.0,-15.267383910474644,True,0.02573911875103363,-5.509661004966304
2.25,140.0,-15.274900763563965,True,0.3806592055770608,-5.1284942276925705
2.25,150.0,-15.282146308403167,True,0.7632460926316753,-5.018635700540841
2.25,160.0,-15.289758074390132,True,1.14337482680682,-3.9442953851516194
2.25,170.0,-15.297802225638865,True,0.9195551711282945,-2.4375698079950325
2.25,180.0,-15.302218210072176,True,5.335539604439887,-4.559011046257666
2.4000000000000004,90.0,-15.19712985287205,False,nan,nan
2.4000000000000004,100.0,-15.206777082682024,True,0.005247465372448801,0.45150241854230444
2.4000000000000004,110.0,-15.215521307654914,False,nan,nan
2.4000000000000004,120.0,-15.223711792949606,True,0.025509365753961788,0.16375092190656915
2.4000000000000004,130.0,-15.231574776400485,False,nan,nan
2.4000000000000004,140.0,-15.239299458728375,True,-0.10132214933911143,0.010961882145110735
2.4000000000000004,150.0,-15.247002217291975,False,nan,nan
2.4000000000000004,160.0,-15.254454865507652,True,0.33187821206404067,0.7002605912287407
2.4000000000000004,170.0,-15.260506992540874,False,nan,nan
2.4000000000000004,180.0,-15.262966983317902,True,2.459990777028409,-4.292396847420221
