bond,angle,energy,held_out,holdout_polynomial_mha,holdout_linear_mha
1.5,120.0,-15.503831728549844,True,-2.9151437220829024,1.3408934624941082
1.5,130.0,-15.514847483128891,False,nan,nan
1.5,140.0,-15.523502146500736,True,-2.8005167222744376,1.0787132200551497
1.5,150.0,-15.52999938343247,False,nan,nan
1.5,160.0,-15.534475801570341,True,-2.5324792034240318,0.9460060152122196
1.5,170.0,-15.537060207677786,False,nan,nan
1.5,180.0,-15.537896773707526,True,-1.8743771998561698,-2.693846092920893
1.6500000000000001,90.0,-15.413848943438012,True,0.9392890804189591,4.288137831558458
1.6500000000000001,100.0,-15.433466635095122,True,0.9823478250066131,6.211689649980201
1.6500000000000001,110.0,-15.449395513030597,True,0.8902166462991801,4.446427746765735
1.6500000000000001,120.0,-15.462317919965539,True,0.8123561792068301,5.755778385982069
1.6500000000000001,130.0,-15.47268619687842,True,0.7657145763548812,4.510999003137783
1.6500000000000001,140.0,-15.480787094156323,True,0.6991386593266924,5.556162007533061
1.6500000000000001,150.0,-15.48678820401927,True,0.5398063429851163,4.50153759696903
1.6500000000000001,160.0,-15.490791255663792,True,0.24652177905615247,5.5191571577548615
1.6500000000000001,170.0,-15.492940905676253,True,-0.08149423055847649,4.683375086482755
1.6500000000000001,180.0,-15.493574466589113,True,-0.054875677518495536,2.331503915607769
1.8000000000000003,90.0,-15.366614661723666,False,nan,nan
1.8000000000000003,100.0,-15.384912221091476,True,3.5059987515460023,1.7228984687172044
1.8000000000000003,110.0,-15.39976398352185,False,nan,nan
1.8000000000000003,120.0,-15.411822634334008,True,3.539947234230567,1.189186262246622
1.8000000000000003,130.0,-15.421502912621673,False,nan,nan
1.8000000000000003,140.0,-15.429049616207465,True,3.176460848118623,1.011185190563424
1.8000000000000003,150.0,-15.43457394941213,False,nan,nan
1.8000000000000003,160.0,-15.438062897665208,True,1.7259817300523395,1.048496208266414
1.8000000000000003,170.0,-15.439454853501754,False,nan,nan
1.8000000000000003,180.0,-15.43948747826245,True,-0.7859512157288862,-2.4078272841148163
1.9500000000000002,90.0,-15.316531791346398,True,1.9762804370060394,-0.9039085292190663
1.9500000000000002,100.0,-15.333297281352525,True,2.4779434760660024,0.7706450781519436
1.9500000000000002,110.0,-15.346934385625914,True,2.6828227045925246,-0.6831870472154833
1.9500000000000002,120.0,-15.358073676873545,True,2.727104409910197,0.3360707418771369
1.9500000000000002,130.0,-15.36709918912829,True,2.597925465556372,-0.758450461916027
1.9500000000000002,140.0,-15.374235592778312,True,2.2205483607375953,-0.16863209868134277
1.9500000000000002,150.0,-15.379589793874196,True,1.4999605073953148,-1.3610162895894007
1.9500000000000002,160.0,-15.383132894945705,True,0.3028350570222216,-2.1993730998364214
1.9500000000000002,170.0,-15.384400811428453,True,-1.8418526727081996,-5.3129144988464105
1.9500000000000002,180.0,-15.380761589671256,True,-7.475507190571662,-13.333594137799665
2.1,90.0,-15.268256738027567,False,nan,nan
2.1,100.0,-15.283196176686069,True,-1.8877201810774125,1.3322267600806015
2.1,110.0,-15.295471161824409,False,nan,nan
2.1,120.0,-15.305686003386734,True,-1.4599308347662543,0.8442391951621886
2.1,130.0,-15.314212366558737,False,nan,nan
2.1,140.0,-15.321323679985227,True,-1.7271083861913894,0.5536612481371606
2.1,150.0,-15.327327670915441,False,nan,nan
2.1,160.0,-15.332846422620172,True,-1.8033601810252264,-0.803712013970781
2.1,170.0,-15.339972598352844,False,nan,nan
2.1,180.0,-15.35002457061603,True,7.790157786436325,3.7295085444846166
2.25,90.0,-15.226448357790966,True,-5.982620042008335,-6.24493765884182
2.25,100.0,-15.239121286503185,True,-5.6192598884461376,-4.973478591548286
2.25,110.0,-15.249840653870072,True,-5.374226595902698,-5.655580869587951
2.25,120.0,-15.259143043590223,True,-5.166827218923586,-5.051859519412005
2.25,130.0,-15.267383910474644,True,-5.000008439290937,-5.509661004966304
2.25,140.0,-15.274900763563965,True,-4.797173448826797,-5.1284942276925705
2.25,150.0,-15.282146308403167,True,-4.269039674646535,-5.018635700540841
2.25,160.0,-15.289758074390132,True,-2.844011430621407,-3.9442953851516194
2.25,170.0,-15.297802225638865,True,-0.4243690541603229,-2.4375698079950325
2.25,180.0,-15.302218210072176,True,-0.9416198135117071,-4.559011046257666
2.4000000000000004,90.0,-15.19712985287205,False,nan,nan
2.4000000000000004,100.0,-15.206777082682024,True,0.26676506026745983,0.45150241854230444
2.4000000000000004,110.0,-15.215521307654914,False,nan,nan
2.4000000000000004,120.0,-15.223711792949606,True,0.06392819504519309,0.16375092190656915
2.4000000000000004,130.0,-15.231574776400485,False,nan,nan
2.4000000000000004,140.0,-15.239299458728375,True,0.4450345025475144,0.010961882145110735
2.4000000000000004,150.0,-15.247002217291975,False,nan,nan
2.4000000000000004,160.0,-15.254454865507652,True,0.7815113200191348,0.7002605912287407
2.4000000000000004,170.0,-15.260506992540874,False,nan,nan
2.4000000000000004,180.0,-15.262966983317902,True,-5.121201308618595,-4.292396847420221
