bond,angle,polynomial
0.907537688442211,91.80904522613065,-15.268827201603703
0.907537688442211,92.26130653266331,-15.269920627309773
0.907537688442211,92.71356783919597,-15.271004007994753
0.907537688442211,93.16582914572864,-15.27207742550573
0.907537688442211,93.61809045226131,-15.273140961146863
0.907537688442211,94.07035175879398,-15.274194695679354
0.907537688442211,94.52261306532664,-15.275238709321483
0.907537688442211,94.9748743718593,-15.27627308174857
0.907537688442211,95.42713567839196,-15.27729789209301
0.907537688442211,95.87939698492463,-15.278313218944245
0.907537688442211,96.33165829145729,-15.279319140348784
0.907537688442211,96.78391959798995,-15.280315733810193
0.907537688442211,97.23618090452261,-15.281303076289095
0.907537688442211,97.68844221105527,-15.282281244203174
0.907537688442211,98.14070351758794,-15.283250313427175
0.907537688442211,98.5929648241206,-15.284210359292896
0.907537688442211,99.04522613065326,-15.285161456589202
0.907537688442211,99.49748743718592,-15.28610367956201
0.907537688442211,99.9497487437186,-15.287037101914306
0.907537688442211,100.40201005025125,-15.287961796806117
0.907537688442211,100.85427135678393,-15.288877836854553
0.907537688442211,101.30653266331659,-15.289785294133758
0.907537688442211,101.75879396984925,-15.290684240174958
0.907537688442211,102.21105527638191,-15.291574745966422
0.907537688442211,102.66331658291458,-15.292456881953486
0.907537688442211,103.11557788944724,-15.293330718038545
0.907537688442211,103.5678391959799,-15.294196323581051
0.907537688442211,104.02010050251256,-15.295053767397512
0.907537688442211,104.47236180904522,-15.295903117761501
0.907537688442211,104.92462311557789,-15.296744442403648
0.907537688442211,105.37688442211055,-15.297577808511639
0.907537688442211,105.82914572864321,-15.298403282730227
0.907537688442211,106.28140703517587,-15.299220931161212
0.907537688442211,106.73366834170855,-15.300030819363469
0.907537688442211,107.1859296482412,-15.300833012352912
0.907537688442211,107.63819095477388,-15.301627574602533
0.907537688442211,108.09045226130654,-15.302414570042377
0.907537688442211,108.5427135678392,-15.303194062059537
0.907537688442211,108.99497487437186,-15.303966113498186
0.907537688442211,109.44723618090453,-15.304730786659537
0.907537688442211,109.89949748743719,-15.305488143301874
0.907537688442211,110.35175879396985,-15.306238244640536
0.907537688442211,110.80402010050251,-15.306981151347918
0.907537688442211,111.25628140703517,-15.30771692355348
0.907537688442211,111.70854271356784,-15.308445620843735
0.907537688442211,112.1608040201005,-15.30916730226226
0.907537688442211,112.61306532663316,-15.309882026309694
0.907537688442211,113.06532663316582,-15.310589850943728
0.907537688442211,113.5175879396985,-15.311290833579113
0.907537688442211,113.96984924623115,-15.311985031087662
0.907537688442211,114.42211055276383,-15.312672499798245
0.907537688442211,114.87437185929649,-15.313353295496796
0.907537688442211,115.32663316582915,-15.314027473426302
0.907537688442211,115.77889447236181,-15.31469508828681
0.907537688442211,116.23115577889448,-15.315356194235429
0.907537688442211,116.68341708542714,-15.31601084488632
0.907537688442211,117.1356783919598,-15.31665909331072
0.907537688442211,117.58793969849246,-15.317300992036904
0.907537688442211,118.04020100502512,-15.317936593050225
0.907537688442211,118.49246231155779,-15.31856594779308
0.907537688442211,118.94472361809045,-15.31918910716493
0.907537688442211,119.39698492462311,-15.3198061215223
0.907537688442211,119.84924623115577,-15.32041704067877
0.907537688442211,120.30150753768845,-15.32102191390498
0.907537688442211,120.7537688442211,-15.321620789928627
0.907537688442211,121.20603015075378,-15.322213716934467
0.907537688442211,121.65829145728644,-15.322800742564322
0.907537688442211,122.1105527638191,-15.323381913917064
0.907537688442211,122.56281407035176,-15.323957277548633
0.907537688442211,123.01507537688443,-15.32452687947202
0.907537688442211,123.46733668341709,-15.325090765157274
0.907537688442211,123.91959798994975,-15.325648979531515
0.907537688442211,124.37185929648241,-15.326201566978913
0.907537688442211,124.82412060301507,-15.326748571340696
0.907537688442211,125.27638190954774,-15.327290035915157
0.907537688442211,125.7286432160804,-15.327826003457641
0.907537688442211,126.18090452261308,-15.32835651618056
0.907537688442211,126.63316582914572,-15.328881615753378
0.907537688442211,127.0854271356784,-15.329401343302628
0.907537688442211,127.53768844221105,-15.329915739411886
0.907537688442211,127.98994974874373,-15.330424844121804
