angle,polynomial,linear
145.0375939849624,-181.23858849636147,-181.2385857742472
145.26315789473685,-181.23907540334687,-181.23905934608942
145.48872180451127,-181.23955764530226,-181.23953291793163
145.71428571428572,-181.24003588573245,-181.2400064897738
145.93984962406014,-181.24051078970777,-181.240480061616
146.16541353383457,-181.24098301378174,-181.24095363345822
146.39097744360902,-181.24145319575928,-181.2414272053004
146.61654135338347,-181.24192194445772,-181.2419007771426
146.8421052631579,-181.24238982960858,-181.2423743489848
147.0676691729323,-181.24285737205048,-181.24284792082702
147.29323308270676,-181.24332503436446,-181.2433214926692
147.5187969924812,-181.2437932121028,-181.2437950645114
147.74436090225564,-181.24426222575943,-181.2442686363536
147.96992481203006,-181.24473231362563,-181.24474220819582
148.1954887218045,-181.24520362566835,-181.245215780038
148.42105263157896,-181.24567621855985,-181.2456893518802
148.64661654135338,-181.24615005197714,-181.2461629237224
148.8721804511278,-181.2466249862774,-181.2466364955646
149.09774436090225,-181.24710078164117,-181.2471100674068
149.3233082706767,-181.2475770987593,-181.247583639249
149.54887218045113,-181.24805350112194,-181.2480572110912
149.77443609022555,-181.24852945894838,-181.2485307829334
150.0,-181.24900435477622,-181.2490043547756
150.22556390977442,-181.2494774907058,-181.249394349019
150.45112781954887,-181.24994809727318,-181.24978434326243
150.6766917293233,-181.25041534390095,-181.25017433750585
150.90225563909775,-181.25087835085097,-181.25056433174927
151.12781954887217,-181.25133620257887,-181.2509543259927
151.35338345864662,-181.2517879623643,-181.25134432023611
151.57894736842104,-181.25223268806633,-181.25173431447953
151.8045112781955,-181.2526694488285,-181.25212430872295
152.0300751879699,-181.25309734253443,-181.25251430296638
152.25563909774436,-181.25351551379202,-181.2529042972098
152.4812030075188,-181.2539231722032,-181.25329429145322
152.70676691729324,-181.25431961065655,-181.25368428569664
152.93233082706766,-181.25470422336298,-181.25407427994006
153.1578947368421,-181.25507652333962,-181.25446427418348
153.38345864661653,-181.2554361590354,-181.2548542684269
153.60902255639098,-181.25578292978307,-181.25524426267032
153.8345864661654,-181.25611679975663,-181.25563425691374
154.06015037593983,-181.2564379101131,-181.25602425115716
154.28571428571428,-181.25674658899914,-181.25641424540058
154.51127819548873,-181.2570433591111,-181.256804239644
154.73684210526315,-181.25732894250936,-181.25719423388742
154.96240601503757,-181.25760426240467,-181.25758422813084
155.18796992481202,-181.25787044165614,-181.2579133692394
155.41353383458647,-181.25812879774887,-181.25823033972097
155.6390977443609,-181.25838083405216,-181.25854731020254
155.86466165413532,-181.25862822719682,-181.25886428068412
156.09022556390977,-181.25887281045564,-181.2591812511657
156.31578947368422,-181.25911655305927,-181.25949822164728
156.54135338345864,-181.2593615354352,-181.25981519212885
156.76691729323306,-181.25960992041726,-181.26013216261043
156.99248120300751,-181.2598639205375,-181.260449133092
157.21804511278197,-181.26012576158152,-181.2607661035736
157.4436090225564,-181.26039764266167,-181.26108307405516
157.6691729323308,-181.26068169313854,-181.26140004453674
157.89473684210526,-181.2609799268006,-181.26171701501832
158.1203007518797,-181.26129419379393,-181.2620339854999
158.34586466165413,-181.2616261308752,-181.26235095598147
158.57142857142856,-181.26197711064506,-181.26266792646305
158.796992481203,-181.262348190501,-181.26298489694463
159.02255639097746,-181.26274006212776,-181.2633018674262
159.24812030075188,-181.26315300242177,-181.26361883790779
159.4736842105263,-181.26358682681735,-181.26393580838936
159.69924812030075,-181.2640408460488,-181.26425277887094
159.9248120300752,-181.26451382744114,-181.26456974935252
160.15037593984962,-181.2650039618715,-181.26484374893155
160.37593984962405,-181.26550883758114,-181.26509626305932
160.6015037593985,-181.26602542204327,-181.26534877718706
160.82706766917295,-181.26655005310246,-181.26560129131482
161.05263157894737,-181.26707844059462,-181.26585380544256
161.2781954887218,-181.26760567963146,-181.26610631957033
161.50375939849624,-181.2681262766873,-181.26635883369806
161.7293233082707,-181.26863418955702,-181.26661134782583
161.95488721804512,-181.2691228821598,-181.26686386195357
162.18045112781954,-181.26958539504295,-181.26711637608133
162.406015037594,-181.27001443229028,-181.2673688902091
162.6315789473684,-181.27040246535864,-181.26762140433684
162.85714285714283,-181.27074185415495,-181.2678739184646
163.08270676691728,-181.27102498541785,-181.26812643259234
163.30827067669173,-181.2712444281887,-181.2683789467201
163.53383458646616,-181.27139310583678,-181.26863146084784
163.75939849624058,-181.27146448375106,-181.2688839749756
163.98496240601503,-181.271452771418,-181.26913648910335
164.21052631578948,-181.2713531371774,-181.2693890032311
164.4360902255639,-181.27116193348238,-181.26964151735888
164.66165413533832,-181.27087692999064,-181.26989403148661
164.88721804511277,-181.27049755128084,-181.27014654561438
165.11278195488723,-181.27002511542372,-181.27027959737805
165.33834586466165,-181.26946306904821,-181.27029318677765
165.56390977443607,-181.26881721392888,-181.27030677617728
165.78947368421052,-181.26809591949228,-181.27032036557688
166.01503759398497,-181.26731031499904,-181.27033395497648
166.2406015037594,-181.26647445451732,-181.2703475443761
